id,name,surname,adress,birthDate,phoneNumber,sex
2368,Oleh,Pavlenko,Kyiv,2015-03-19 00:00:00,380521123845,m
2369,Larysa,Pavlenko,Kyiv,2016-06-10 00:00:00,380647254477,f
2370,Andrii,Tkachenko,Frankivsk,2015-08-03 00:00:00,380625196904,m
2371,Zhanna,Romanchuko,Strii,2009-07-19 00:00:00,380936610511,f
2372,Ivan,Ivanchenko,Strii,2009-01-09 00:00:00,380663460224,m
2373,Veronika,Melko,Frankivsk,2009-03-02 00:00:00,380580876764,f
2374,Vitalii,Kovalenko,Odesa,2015-12-03 00:00:00,380903020247,m
2375,Veronika,Pavlenko,Odesa,2007-07-06 00:00:00,380720280156,f
2376,Oleh,Yevdokymenko,Frankivsk,2007-02-12 00:00:00,380337447266,m
2377,Kateryna,Antonenko,Kyiv,2008-09-07 00:00:00,380714548079,f
2378,Fedir,Oleksiyenko,Sambir,2013-08-17 00:00:00,380992451356,m
2379,Mariia,Yevdokymenko,Kyiv,2011-08-06 00:00:00,380520081991,f
2380,Bohdan,Yevdokymenko,Kyiv,2013-12-23 00:00:00,380349262211,m
2381,Daryna,Oleksiyenko,Lviv,2009-06-26 00:00:00,380414912010,f
2382,Oleh,Fedorenko,Dnipro,2009-03-13 00:00:00,380405004529,m
2383,Mariia,Melko,Frankivsk,2016-11-25 00:00:00,380360644954,f
2384,Yevhen,Vasylchenko,Odesa,2013-09-28 00:00:00,380194252578,m
2385,Daryna,Bilenko,Lviv,2011-12-12 00:00:00,380199278820,f
2386,Yevhen,Ivanchenko,Strii,2014-09-25 00:00:00,380746912132,m
2387,Svitlana,Yevdokymenko,Odesa,2011-03-05 00:00:00,380842714659,f
2388,Fedir,Melko,Strii,2012-01-29 00:00:00,380449506582,m
2389,Larysa,Hrytsenko,Frankivsk,2007-08-23 00:00:00,380870220523,f
2390,Oleh,Hrytsenko,Kyiv,2011-07-03 00:00:00,380181282185,m
2391,Halyna,Bilenko,Odesa,2016-11-04 00:00:00,380029773263,f
2392,Andrii,Sydorenko,Lviv,2012-08-14 00:00:00,380803880978,m
2393,Nataliia,Ivanchenko,Strii,2009-05-23 00:00:00,380310154481,f
2394,Bohdan,Kovalko,Frankivsk,2012-12-16 00:00:00,380068063583,m
2395,Veronika,Usenko,Kyiv,2008-03-21 00:00:00,380416474745,f
2396,Vitalii,Sydorenko,Strii,2012-12-10 00:00:00,380377325884,m
2397,Larysa,Tkachenko,Dnipro,2014-05-25 00:00:00,380202775936,f
2398,Andrii,Oleksiyenko,Sambir,2011-10-27 00:00:00,380715345462,m
2399,Veronika,Balanenko,Strii,2010-10-21 00:00:00,380514052516,f
2400,Oleh,Romanchuko,Kyiv,2008-02-09 00:00:00,380548655546,m
2401,Svitlana,Vasylchenko,Strii,2007-09-18 00:00:00,380799631761,f
2402,Oleh,Bilenko,Dnipro,2012-05-13 00:00:00,380309839297,m
2403,Veronika,Nesterenko,Kyiv,2011-11-02 00:00:00,380738171471,f
2404,Vitalii,Lysenko,Frankivsk,2010-08-17 00:00:00,380771325478,m
2405,Kateryna,Balanenko,Dnipro,2010-12-22 00:00:00,380274921007,f
2406,Ivan,Fedorenko,Strii,2013-02-03 00:00:00,380597622263,m
2407,Daryna,Vasylchenko,Sambir,2008-04-07 00:00:00,380181108557,f
2408,Oleh,Oleksiyenko,Strii,2009-03-18 00:00:00,380671965889,m
2409,Larysa,Sydorenko,Sambir,2014-05-10 00:00:00,380837821549,f
2410,Ivan,Fedorenko,Kyiv,2011-04-04 00:00:00,380872392168,m
2411,Daryna,Ivanchenko,Odesa,2010-11-19 00:00:00,380089457565,f
2412,Fedir,Oleksiyenko,Frankivsk,2014-08-15 00:00:00,380386715828,m
2413,Halyna,Bilenko,Strii,2008-08-04 00:00:00,380341486988,f
2414,Pavlo,Oleksiyenko,Sambir,2010-01-01 00:00:00,380061705505,m
2415,Zhanna,Bilenko,Rivne,2016-12-28 00:00:00,380294286962,f
2416,Bohdan,Kovalko,Dnipro,2007-11-03 00:00:00,380087009657,m
2417,Larysa,Ivanchenko,Odesa,2011-12-06 00:00:00,380870431011,f
2418,Fedir,Hrytsenko,Strii,2013-12-11 00:00:00,380265598304,m
2419,Kateryna,Usenko,Lviv,2008-09-04 00:00:00,380950994709,f
2420,Fedir,Sydorenko,Sambir,2013-04-28 00:00:00,380198674089,m
2421,Kateryna,Romanchuko,Dnipro,2013-04-10 00:00:00,380308437133,f
2422,Oleh,Oleksiyenko,Kyiv,2013-06-02 00:00:00,380308705959,m
2423,Zhanna,Danylenko,Kyiv,2010-05-21 00:00:00,380627720758,f
2424,Roman,Sydorenko,Strii,2010-11-23 00:00:00,380624368259,m
2425,Svitlana,Hrytsenko,Lviv,2008-12-15 00:00:00,380937520276,f
2426,Ivan,Pavlenko,Dnipro,2010-05-20 00:00:00,380667556502,m
2427,Svitlana,Tkachenko,Kyiv,2009-10-12 00:00:00,380162736475,f
2428,Fedir,Bilenko,Lviv,2016-09-12 00:00:00,380055467708,m
2429,Svitlana,Lysenko,Frankivsk,2007-12-01 00:00:00,380072605326,f
2430,Andrii,Kovalko,Dnipro,2015-01-10 00:00:00,380551491703,m
2431,Nataliia,Melko,Rivne,2014-08-13 00:00:00,380964543238,f
2432,Bohdan,Fedorenko,Strii,2007-10-27 00:00:00,380083105951,m
2433,Halyna,Yevdokymenko,Strii,2009-10-16 00:00:00,380908000485,f
2434,Bohdan,Fedorenko,Frankivsk,2007-01-31 00:00:00,380748851194,m
2435,Kateryna,Vasylchenko,Sambir,2014-02-02 00:00:00,380809605122,f
2436,Pavlo,Kovalenko,Sambir,2013-07-31 00:00:00,380834888650,m
2437,Nataliia,Romanchuko,Odesa,2013-11-10 00:00:00,380217330769,f
2438,Roman,Kovalenko,Rivne,2013-08-12 00:00:00,380561193660,m
2439,Larysa,Kovalenko,Sambir,2015-07-23 00:00:00,380492565462,f
2440,Oleh,Romanchuko,Kyiv,2010-12-19 00:00:00,380669780905,m
2441,Daryna,Tkachenko,Kyiv,2014-10-03 00:00:00,380892572348,f
2442,Ivan,Pavlenko,Odesa,2014-02-24 00:00:00,380222231209,m
2443,Larysa,Vasylchenko,Frankivsk,2012-09-13 00:00:00,380653967879,f
2444,Roman,Kovalko,Frankivsk,2014-01-08 00:00:00,380338480960,m
2445,Larysa,Kovalko,Rivne,2015-09-12 00:00:00,380975052865,f
2446,Ivan,Vasylchenko,Dnipro,2010-07-20 00:00:00,380296836489,m
2447,Halyna,Usenko,Sambir,2016-05-15 00:00:00,380650459980,f
2448,Pavlo,Pavlenko,Lviv,2011-09-04 00:00:00,380760231178,m
2449,Halyna,Ivanchenko,Dnipro,2007-08-25 00:00:00,380373086457,f
2450,Oleh,Nesterenko,Odesa,2009-03-21 00:00:00,380504084567,m
2451,Halyna,Tkachenko,Strii,2015-04-06 00:00:00,380562890490,f
2452,Roman,Sydorenko,Frankivsk,2016-07-07 00:00:00,380670838027,m
2453,Daryna,Danylenko,Odesa,2015-11-13 00:00:00,380501590702,f
2454,Bohdan,Tkachenko,Frankivsk,2015-01-14 00:00:00,380819013518,m
2455,Kateryna,Kovalenko,Dnipro,2016-06-27 00:00:00,380223519371,f
2456,Vitalii,Kovalenko,Sambir,2009-07-23 00:00:00,380868271847,m
2457,Halyna,Hrytsenko,Rivne,2011-12-21 00:00:00,380737839814,f
2458,Roman,Kovalenko,Kyiv,2012-01-13 00:00:00,380344366573,m
2459,Halyna,Sydorenko,Rivne,2010-12-10 00:00:00,380495518983,f
2460,Bohdan,Bilenko,Lviv,2013-09-25 00:00:00,380022633950,m
2461,Nataliia,Kovalenko,Dnipro,2013-10-03 00:00:00,380190742565,f
2462,Vitalii,Kovalenko,Kyiv,2012-01-23 00:00:00,380496982979,m
2463,Daryna,Antonenko,Lviv,2007-12-23 00:00:00,380367360985,f
2464,Ivan,Melko,Odesa,2013-07-05 00:00:00,380512599037,m
2465,Veronika,Usenko,Kyiv,2014-12-09 00:00:00,380235484997,f
2466,Roman,Fedorenko,Strii,2007-01-22 00:00:00,380009353979,m
2467,Mariia,Danylenko,Rivne,2014-06-06 00:00:00,380432358998,f
2468,Andrii,Sydorenko,Strii,2014-01-12 00:00:00,380179608357,m
2469,Veronika,Kovalenko,Sambir,2016-03-31 00:00:00,380908828700,f
2470,Roman,Ivanchenko,Odesa,2014-05-18 00:00:00,380342226087,m
2471,Mariia,Danylenko,Dnipro,2014-06-23 00:00:00,380785383565,f
2472,Fedir,Antonenko,Rivne,2012-02-14 00:00:00,380193190767,m
2473,Zhanna,Lysenko,Frankivsk,2013-12-30 00:00:00,380867770108,f
2474,Oleh,Hrytsenko,Dnipro,2008-01-08 00:00:00,380705208570,m
2475,Kateryna,Yevdokymenko,Sambir,2013-10-10 00:00:00,380675629750,f
2476,Fedir,Pavlenko,Sambir,2015-04-04 00:00:00,380353638025,m
2477,Larysa,Balanenko,Frankivsk,2014-07-05 00:00:00,380075300615,f
2478,Ivan,Kovalenko,Lviv,2016-04-04 00:00:00,380840214171,m
2479,Kateryna,Pavlenko,Lviv,2016-04-01 00:00:00,380340688792,f
2480,Roman,Yevdokymenko,Odesa,2013-01-05 00:00:00,380432986961,m
2481,Halyna,Yevdokymenko,Strii,2015-06-15 00:00:00,380409688490,f
2482,Oleh,Balanenko,Dnipro,2013-05-14 00:00:00,380258410340,m
2483,Daryna,Vasylchenko,Kyiv,2009-03-09 00:00:00,380711163029,f
2484,Bohdan,Tkachenko,Odesa,2016-04-07 00:00:00,380455263938,m
2485,Veronika,Romanchuko,Rivne,2014-04-06 00:00:00,380812457132,f
2486,Fedir,Bilenko,Kyiv,2007-03-19 00:00:00,380057579824,m
2487,Svitlana,Sydorenko,Dnipro,2009-07-10 00:00:00,380225082612,f
2488,Pavlo,Ivanchenko,Rivne,2016-01-21 00:00:00,380278601999,m
2489,Zhanna,Yevdokymenko,Frankivsk,2012-06-30 00:00:00,380049175118,f
2490,Yevhen,Lysenko,Frankivsk,2016-02-02 00:00:00,380126463239,m
2491,Mariia,Hrytsenko,Frankivsk,2007-10-25 00:00:00,380502046222,f
2492,Vitalii,Usenko,Strii,2011-03-02 00:00:00,380724775374,m
2493,Zhanna,Romanchuko,Odesa,2014-03-24 00:00:00,380967671281,f
2494,Pavlo,Fedorenko,Dnipro,2016-01-21 00:00:00,380186065160,m
2495,Mariia,Fedorenko,Dnipro,2008-07-07 00:00:00,380572979363,f
2496,Roman,Fedorenko,Kyiv,2009-03-13 00:00:00,380656518149,m
2497,Zhanna,Bilenko,Kyiv,2007-11-30 00:00:00,380366787705,f
2498,Andrii,Lysenko,Rivne,2011-11-07 00:00:00,380638423899,m
2499,Zhanna,Antonenko,Dnipro,2012-03-21 00:00:00,380939319821,f
2500,Ivan,Kovalko,Kyiv,2008-04-29 00:00:00,380983358666,m
2501,Mariia,Romanchuko,Lviv,2009-05-18 00:00:00,380946102117,f
2502,Bohdan,Romanchuko,Rivne,2009-05-10 00:00:00,380916722357,m
2503,Zhanna,Sydorenko,Dnipro,2016-06-15 00:00:00,380559437517,f
2504,Bohdan,Melko,Strii,2013-05-25 00:00:00,380881442890,m
2505,Zhanna,Tkachenko,Frankivsk,2011-03-17 00:00:00,380174911402,f
2506,Yevhen,Oleksiyenko,Sambir,2011-05-25 00:00:00,380655535996,m
2507,Nataliia,Usenko,Lviv,2008-05-30 00:00:00,380927552390,f
2508,Fedir,Vasylchenko,Lviv,2012-10-09 00:00:00,380599828934,m
2509,Nataliia,Melko,Lviv,2015-01-06 00:00:00,380679169436,f
2510,Pavlo,Lysenko,Dnipro,2013-04-08 00:00:00,380708649613,m
2511,Veronika,Romanchuko,Kyiv,2014-10-09 00:00:00,380152447355,f
2512,Bohdan,Pavlenko,Dnipro,2013-02-25 00:00:00,380990864446,m
2513,Kateryna,Ivanchenko,Frankivsk,2009-06-25 00:00:00,380766317446,f
2514,Roman,Kovalko,Lviv,2011-02-06 00:00:00,380089780533,m
2515,Veronika,Nesterenko,Lviv,2007-11-29 00:00:00,380339051313,f
2516,Andrii,Bilenko,Frankivsk,2015-12-09 00:00:00,380066365669,m
2517,Larysa,Pavlenko,Lviv,2011-04-17 00:00:00,380829028414,f
2518,Vitalii,Pavlenko,Rivne,2011-06-02 00:00:00,380108181287,m
2519,Halyna,Usenko,Sambir,2010-06-20 00:00:00,380368001485,f
2520,Bohdan,Kovalenko,Lviv,2016-07-25 00:00:00,380923106961,m
2521,Mariia,Vasylchenko,Kyiv,2008-05-02 00:00:00,380182955711,f
2522,Ivan,Vasylchenko,Odesa,2012-12-23 00:00:00,380352908617,m
2523,Halyna,Lysenko,Odesa,2009-12-21 00:00:00,380211444508,f
2524,Andrii,Antonenko,Dnipro,2008-08-09 00:00:00,380788788065,m
2525,Veronika,Usenko,Kyiv,2013-11-23 00:00:00,380954950188,f
2526,Yevhen,Bilenko,Strii,2008-06-21 00:00:00,380059993757,m
2527,Daryna,Melko,Kyiv,2016-12-08 00:00:00,380634396678,f
2528,Bohdan,Tkachenko,Lviv,2009-02-20 00:00:00,380824250231,m
2529,Zhanna,Vasylchenko,Kyiv,2016-10-02 00:00:00,380999086537,f
2530,Fedir,Kovalenko,Frankivsk,2016-09-02 00:00:00,380917538632,m
2531,Veronika,Kovalenko,Frankivsk,2010-12-02 00:00:00,380780479109,f
2532,Yevhen,Usenko,Rivne,2012-12-06 00:00:00,380015339493,m
2533,Zhanna,Lysenko,Kyiv,2014-12-06 00:00:00,380663440437,f
2534,Ivan,Danylenko,Rivne,2015-04-01 00:00:00,380378107682,m
2535,Larysa,Vasylchenko,Sambir,2008-11-02 00:00:00,380631069609,f
2536,Bohdan,Sydorenko,Sambir,2007-03-28 00:00:00,380739893384,m
2537,Nataliia,Kovalko,Frankivsk,2009-04-28 00:00:00,380762989906,f
2538,Andrii,Lysenko,Odesa,2008-05-31 00:00:00,380296439917,m
2539,Nataliia,Antonenko,Strii,2014-03-07 00:00:00,380936132419,f
2540,Andrii,Danylenko,Frankivsk,2007-09-26 00:00:00,380039626559,m
2541,Halyna,Ivanchenko,Odesa,2010-01-03 00:00:00,380111534017,f
2542,Fedir,Danylenko,Rivne,2009-10-28 00:00:00,380742018696,m
2543,Daryna,Kovalko,Strii,2016-07-06 00:00:00,380594414743,f
2544,Pavlo,Balanenko,Strii,2007-02-20 00:00:00,380295694977,m
2545,Veronika,Yevdokymenko,Strii,2015-07-22 00:00:00,380685156811,f
2546,Roman,Lysenko,Odesa,2009-08-22 00:00:00,380618737100,m
2547,Nataliia,Fedorenko,Kyiv,2010-07-19 00:00:00,380075100302,f
2548,Vitalii,Vasylchenko,Strii,2013-12-11 00:00:00,380765465952,m
2549,Larysa,Hrytsenko,Kyiv,2011-06-16 00:00:00,380288937435,f
2550,Oleh,Kovalko,Sambir,2009-11-12 00:00:00,380125014500,m
2551,Halyna,Nesterenko,Sambir,2011-07-23 00:00:00,380810799060,f
2552,Oleh,Balanenko,Sambir,2011-03-22 00:00:00,380597638860,m
2553,Larysa,Vasylchenko,Rivne,2007-11-16 00:00:00,380480139710,f
2554,Roman,Tkachenko,Kyiv,2011-10-06 00:00:00,380149888611,m
2555,Mariia,Balanenko,Odesa,2016-06-15 00:00:00,380510180541,f
2556,Fedir,Lysenko,Frankivsk,2011-09-20 00:00:00,380604146237,m
2557,Daryna,Tkachenko,Strii,2007-01-30 00:00:00,380486275951,f
2558,Roman,Bilenko,Strii,2015-03-25 00:00:00,380197414972,m
2559,Nataliia,Oleksiyenko,Dnipro,2016-06-07 00:00:00,380015304561,f
2560,Ivan,Kovalko,Odesa,2010-07-07 00:00:00,380827027830,m
2561,Zhanna,Balanenko,Sambir,2016-07-22 00:00:00,380889894312,f
2562,Oleh,Vasylchenko,Sambir,2014-11-02 00:00:00,380959100095,m
2563,Kateryna,Lysenko,Dnipro,2009-01-14 00:00:00,380315076455,f
2564,Oleh,Oleksiyenko,Dnipro,2012-10-28 00:00:00,380945728660,m
2565,Zhanna,Danylenko,Sambir,2016-02-21 00:00:00,380209741265,f
2566,Pavlo,Vasylchenko,Dnipro,2009-11-19 00:00:00,380445098771,m
2567,Veronika,Usenko,Dnipro,2015-01-10 00:00:00,380839884203,f
2568,Vitalii,Danylenko,Strii,2016-04-01 00:00:00,380442132917,m
2569,Halyna,Melko,Lviv,2014-04-11 00:00:00,380561572755,f
2570,Ivan,Usenko,Odesa,2015-11-09 00:00:00,380086378486,m
2571,Nataliia,Kovalenko,Rivne,2013-08-06 00:00:00,380142903743,f
2572,Fedir,Bilenko,Kyiv,2013-09-06 00:00:00,380420425347,m
2573,Kateryna,Vasylchenko,Kyiv,2016-09-27 00:00:00,380178368743,f
2574,Vitalii,Antonenko,Rivne,2016-06-15 00:00:00,380051153652,m
2575,Halyna,Tkachenko,Strii,2009-09-30 00:00:00,380735471783,f
2576,Bohdan,Bilenko,Sambir,2007-10-17 00:00:00,380798345072,m
2577,Daryna,Tkachenko,Odesa,2008-08-21 00:00:00,380123097605,f
2578,Ivan,Fedorenko,Lviv,2015-05-05 00:00:00,380326966141,m
2579,Mariia,Sydorenko,Kyiv,2014-07-22 00:00:00,380317588828,f
2580,Ivan,Yevdokymenko,Strii,2008-11-24 00:00:00,380499903657,m
2581,Halyna,Melko,Kyiv,2007-08-26 00:00:00,380260536778,f
2582,Fedir,Balanenko,Kyiv,2009-10-20 00:00:00,380791749220,m
2583,Veronika,Kovalko,Strii,2007-06-06 00:00:00,380690702467,f
2584,Pavlo,Nesterenko,Rivne,2016-09-11 00:00:00,380794429090,m
2585,Zhanna,Romanchuko,Strii,2014-01-09 00:00:00,380086028831,f
2586,Bohdan,Sydorenko,Odesa,2010-01-22 00:00:00,380891732124,m
2587,Svitlana,Fedorenko,Dnipro,2016-10-11 00:00:00,380642241562,f
2588,Pavlo,Tkachenko,Rivne,2013-08-20 00:00:00,380767621966,m
2589,Veronika,Kovalenko,Dnipro,2015-05-07 00:00:00,380923193256,f
2590,Pavlo,Vasylchenko,Dnipro,2008-10-21 00:00:00,380374158367,m
2591,Svitlana,Kovalenko,Lviv,2011-10-08 00:00:00,380877718982,f
2592,Bohdan,Pavlenko,Rivne,2014-03-14 00:00:00,380757230919,m
2593,Larysa,Lysenko,Kyiv,2007-02-01 00:00:00,380746536640,f
2594,Yevhen,Pavlenko,Frankivsk,2007-11-17 00:00:00,380648014259,m
2595,Larysa,Yevdokymenko,Odesa,2010-06-20 00:00:00,380111454360,f
2596,Pavlo,Kovalenko,Frankivsk,2009-06-07 00:00:00,380768304820,m
2597,Nataliia,Sydorenko,Kyiv,2011-05-30 00:00:00,380602579234,f
2598,Yevhen,Danylenko,Kyiv,2016-07-10 00:00:00,380091242060,m
2599,Nataliia,Vasylchenko,Kyiv,2014-05-16 00:00:00,380927321893,f
2600,Vitalii,Kovalenko,Frankivsk,2007-06-24 00:00:00,380666228591,m
2601,Nataliia,Lysenko,Rivne,2014-01-03 00:00:00,380768229864,f
2602,Oleh,Fedorenko,Lviv,2015-11-13 00:00:00,380706404998,m
2603,Halyna,Vasylchenko,Sambir,2010-03-06 00:00:00,380675280364,f
2604,Fedir,Lysenko,Odesa,2011-05-10 00:00:00,380610362856,m
2605,Zhanna,Balanenko,Lviv,2011-10-22 00:00:00,380820954896,f
2606,Bohdan,Bilenko,Rivne,2009-03-28 00:00:00,380661406176,m
2607,Kateryna,Danylenko,Sambir,2008-08-14 00:00:00,380765791337,f
2608,Andrii,Yevdokymenko,Kyiv,2010-04-03 00:00:00,380721707365,m
2609,Daryna,Balanenko,Strii,2013-10-16 00:00:00,380381484348,f
2610,Pavlo,Nesterenko,Dnipro,2009-03-24 00:00:00,380209942308,m
2611,Larysa,Balanenko,Frankivsk,2011-01-22 00:00:00,380195338193,f
2612,Fedir,Vasylchenko,Dnipro,2013-08-24 00:00:00,380212584412,m
2613,Zhanna,Danylenko,Rivne,2010-05-20 00:00:00,380105467042,f
2614,Yevhen,Yevdokymenko,Strii,2012-10-17 00:00:00,380970132351,m
2615,Nataliia,Lysenko,Sambir,2011-08-14 00:00:00,380359141107,f
2616,Vitalii,Usenko,Kyiv,2010-12-04 00:00:00,380653239790,m
2617,Daryna,Kovalko,Kyiv,2012-12-29 00:00:00,380396145948,f
2618,Yevhen,Melko,Frankivsk,2008-05-27 00:00:00,380595767841,m
2619,Zhanna,Usenko,Odesa,2010-02-21 00:00:00,380485791284,f
2620,Vitalii,Ivanchenko,Kyiv,2016-12-19 00:00:00,380437437813,m
2621,Nataliia,Fedorenko,Rivne,2015-02-19 00:00:00,380498421205,f
2622,Pavlo,Romanchuko,Dnipro,2012-02-08 00:00:00,380874279153,m
2623,Zhanna,Kovalko,Frankivsk,2008-01-21 00:00:00,380660247805,f
2624,Bohdan,Nesterenko,Dnipro,2009-01-11 00:00:00,380384633589,m
2625,Nataliia,Balanenko,Frankivsk,2012-02-15 00:00:00,380613540104,f
2626,Fedir,Sydorenko,Dnipro,2013-02-18 00:00:00,380557637673,m
2627,Svitlana,Danylenko,Frankivsk,2015-08-15 00:00:00,380902484808,f
2628,Vitalii,Oleksiyenko,Odesa,2007-03-08 00:00:00,380120396273,m
2629,Larysa,Vasylchenko,Dnipro,2012-03-23 00:00:00,380639382254,f
2630,Roman,Pavlenko,Rivne,2009-06-11 00:00:00,380916456235,m
2631,Kateryna,Fedorenko,Strii,2010-08-15 00:00:00,380293718576,f
2632,Fedir,Danylenko,Frankivsk,2014-02-21 00:00:00,380007948708,m
2633,Halyna,Tkachenko,Rivne,2011-10-01 00:00:00,380280468901,f
2634,Bohdan,Nesterenko,Sambir,2007-12-12 00:00:00,380448661243,m
2635,Mariia,Pavlenko,Dnipro,2010-12-09 00:00:00,380086406101,f
2636,Oleh,Nesterenko,Dnipro,2008-10-30 00:00:00,380972678695,m
2637,Zhanna,Usenko,Lviv,2014-05-31 00:00:00,380876228993,f
2638,Yevhen,Pavlenko,Lviv,2009-01-14 00:00:00,380880476073,m
2639,Larysa,Yevdokymenko,Strii,2012-02-18 00:00:00,380247890291,f
2640,Fedir,Romanchuko,Strii,2011-12-18 00:00:00,380916966566,m
2641,Larysa,Pavlenko,Frankivsk,2007-06-04 00:00:00,380787069729,f
2642,Pavlo,Lysenko,Lviv,2012-05-17 00:00:00,380884828697,m
2643,Svitlana,Antonenko,Strii,2015-09-01 00:00:00,380932864519,f
2644,Fedir,Romanchuko,Odesa,2013-06-30 00:00:00,380826587727,m
2645,Veronika,Kovalenko,Odesa,2011-09-28 00:00:00,380674709727,f
2646,Yevhen,Hrytsenko,Rivne,2014-06-23 00:00:00,380734522125,m
2647,Mariia,Danylenko,Sambir,2011-07-20 00:00:00,380455611854,f
2648,Roman,Usenko,Frankivsk,2013-10-13 00:00:00,380903682198,m
2649,Larysa,Melko,Odesa,2014-09-28 00:00:00,380839267009,f
2650,Yevhen,Hrytsenko,Sambir,2015-07-06 00:00:00,380031652564,m
2651,Mariia,Hrytsenko,Frankivsk,2013-03-19 00:00:00,380352794626,f
2652,Fedir,Bilenko,Strii,2008-12-02 00:00:00,380572693116,m
2653,Veronika,Oleksiyenko,Kyiv,2011-07-25 00:00:00,380277305525,f
2654,Yevhen,Antonenko,Lviv,2015-10-05 00:00:00,380463826370,m
2655,Veronika,Danylenko,Sambir,2008-12-27 00:00:00,380743408040,f
2656,Bohdan,Bilenko,Frankivsk,2008-02-18 00:00:00,380523284235,m
2657,Mariia,Yevdokymenko,Strii,2015-08-27 00:00:00,380054559392,f
2658,Pavlo,Pavlenko,Lviv,2007-04-04 00:00:00,380285213080,m
2659,Daryna,Usenko,Dnipro,2014-05-18 00:00:00,380810854933,f
2660,Yevhen,Antonenko,Frankivsk,2015-10-13 00:00:00,380941685929,m
2661,Veronika,Yevdokymenko,Sambir,2010-11-13 00:00:00,380979489449,f
2662,Vitalii,Ivanchenko,Rivne,2013-05-14 00:00:00,380725458581,m
2663,Daryna,Nesterenko,Lviv,2011-07-03 00:00:00,380721616770,f
2664,Vitalii,Kovalko,Kyiv,2012-10-21 00:00:00,380263174557,m
2665,Svitlana,Bilenko,Strii,2012-03-27 00:00:00,380262677357,f
2666,Pavlo,Yevdokymenko,Lviv,2012-05-30 00:00:00,380627220055,m
2667,Veronika,Tkachenko,Kyiv,2008-03-14 00:00:00,380098340260,f
2668,Ivan,Hrytsenko,Odesa,2014-12-29 00:00:00,380359661101,m
2669,Kateryna,Danylenko,Odesa,2009-06-17 00:00:00,380095569647,f
2670,Bohdan,Romanchuko,Strii,2008-05-01 00:00:00,380793345548,m
2671,Daryna,Kovalko,Dnipro,2009-01-12 00:00:00,380645898307,f
2672,Fedir,Fedorenko,Frankivsk,2008-03-15 00:00:00,380669492741,m
2673,Larysa,Hrytsenko,Kyiv,2012-05-05 00:00:00,380433076145,f
2674,Vitalii,Bilenko,Kyiv,2013-08-18 00:00:00,380216297986,m
2675,Kateryna,Hrytsenko,Dnipro,2012-11-14 00:00:00,380995703950,f
2676,Andrii,Lysenko,Sambir,2007-06-20 00:00:00,380436961703,m
2677,Kateryna,Kovalko,Odesa,2012-11-14 00:00:00,380340332043,f
2678,Fedir,Bilenko,Odesa,2011-02-15 00:00:00,380873283400,m
2679,Kateryna,Pavlenko,Sambir,2007-08-16 00:00:00,380377583333,f
2680,Vitalii,Nesterenko,Lviv,2007-05-08 00:00:00,380292677855,m
2681,Daryna,Ivanchenko,Frankivsk,2010-09-21 00:00:00,380294684229,f
2682,Pavlo,Hrytsenko,Frankivsk,2008-03-16 00:00:00,380469032617,m
2683,Mariia,Pavlenko,Sambir,2009-12-03 00:00:00,380136113597,f
2684,Fedir,Danylenko,Kyiv,2008-01-16 00:00:00,380571515964,m
2685,Halyna,Pavlenko,Frankivsk,2016-05-17 00:00:00,380240515677,f
2686,Roman,Kovalko,Lviv,2014-05-28 00:00:00,380538568831,m
2687,Kateryna,Oleksiyenko,Lviv,2012-12-13 00:00:00,380981959139,f
2688,Ivan,Ivanchenko,Dnipro,2009-04-03 00:00:00,380565899111,m
2689,Daryna,Fedorenko,Odesa,2014-04-17 00:00:00,380821432436,f
2690,Pavlo,Antonenko,Rivne,2012-01-16 00:00:00,380685100570,m
2691,Nataliia,Yevdokymenko,Dnipro,2015-07-02 00:00:00,380743948760,f
2692,Ivan,Lysenko,Strii,2009-10-06 00:00:00,380974430785,m
2693,Daryna,Pavlenko,Lviv,2016-02-23 00:00:00,380596988180,f
2694,Pavlo,Hrytsenko,Odesa,2008-09-27 00:00:00,380406219037,m
2695,Mariia,Oleksiyenko,Dnipro,2013-09-25 00:00:00,380049983594,f
2696,Yevhen,Ivanchenko,Dnipro,2007-12-14 00:00:00,380906334005,m
2697,Veronika,Bilenko,Odesa,2010-04-28 00:00:00,380510900745,f
2698,Vitalii,Lysenko,Sambir,2009-10-08 00:00:00,380664632228,m
2699,Halyna,Sydorenko,Sambir,2016-04-22 00:00:00,380269343697,f
2700,Fedir,Kovalko,Frankivsk,2007-07-23 00:00:00,380692006765,m
2701,Veronika,Vasylchenko,Strii,2016-07-31 00:00:00,380537743721,f
2702,Fedir,Ivanchenko,Odesa,2016-05-29 00:00:00,380363428522,m
2703,Larysa,Pavlenko,Rivne,2009-02-19 00:00:00,380430217752,f
2704,Pavlo,Sydorenko,Kyiv,2013-02-23 00:00:00,380987107093,m
2705,Halyna,Romanchuko,Frankivsk,2008-12-29 00:00:00,380244215576,f
2706,Oleh,Fedorenko,Strii,2009-06-07 00:00:00,380447882967,m
2707,Zhanna,Kovalko,Kyiv,2013-01-01 00:00:00,380951304527,f
2708,Pavlo,Melko,Odesa,2013-01-06 00:00:00,380475695685,m
2709,Nataliia,Melko,Lviv,2015-04-22 00:00:00,380914835121,f
2710,Yevhen,Pavlenko,Rivne,2007-10-24 00:00:00,380787359451,m
